ip,rid,age_bin,gender,marital,income_bin,state,own_dog,dog_or_cat,adopt_or_shop,dog_size,msg_treat_ind,shelter_treat_bin,duration,dog_num,rating,shelter_tp
71.73.103.65,184354,4,0,2,1,35,0,1,0,2,1,0,155,3,10,0
71.73.103.65,184354,4,0,2,1,35,0,1,0,2,1,0,155,4,8,0
128.254.164.31,961533,2,1,0,3,43,2,1,1,0,0,0,59,1,4,0
128.254.164.31,961533,2,1,0,3,43,2,1,1,0,0,0,59,2,5,0
128.254.164.31,961533,2,1,0,3,43,2,1,1,0,0,0,59,3,5,0
128.254.164.31,961533,2,1,0,3,43,2,1,1,0,0,0,59,4,3,0
208.218.231.97,418358,1,1,0,3,11,2,1,1,1,1,1,52,1,4,1
208.218.231.97,418358,1,1,0,3,11,2,1,1,1,1,1,52,2,5,2
208.218.231.97,418358,1,1,0,3,11,2,1,1,1,1,1,52,3,5,2
208.218.231.97,418358,1,1,0,3,11,2,1,1,1,1,1,52,4,7,1
208.194.192.18,534660,2,1,2,2,46,2,1,1,1,1,1,280,1,7,2
208.194.192.18,534660,2,1,2,2,46,2,1,1,1,1,1,280,2,8,1
208.194.192.18,534660,2,1,2,2,46,2,1,1,1,1,1,280,3,8,1
208.194.192.18,534660,2,1,2,2,46,2,1,1,1,1,1,280,4,8,2
192.126.189.244,682661,2,1,0,2,43,2,1,1,0,0,0,115,1,5,0
192.126.189.244,682661,2,1,0,2,43,2,1,1,0,0,0,115,2,4,0
192.126.189.244,682661,2,1,0,2,43,2,1,1,0,0,0,115,3,5,0
192.126.189.244,682661,2,1,0,2,43,2,1,1,0,0,0,115,4,4,0
208.195.167.253,704280,2,0,2,2,46,2,1,1,2,0,0,138,1,5,0
208.195.167.253,704280,2,0,2,2,46,2,1,1,2,0,0,138,2,4,0
208.195.167.253,704280,2,0,2,2,46,2,1,1,2,0,0,138,3,5,0
208.195.167.253,704280,2,0,2,2,46,2,1,1,2,0,0,138,4,6,0
149.46.193.113,793313,3,1,0,3,4,2,1,1,1,0,0,113,1,10,0
149.46.193.113,793313,3,1,0,3,4,2,1,1,1,0,0,113,2,10,0
149.46.193.113,793313,3,1,0,3,4,2,1,1,1,0,0,113,3,10,0
149.46.193.113,793313,3,1,0,3,4,2,1,1,1,0,0,113,4,10,0
208.195.172.80,875929,2,0,0,2,15,2,1,1,1,1,0,265,1,8,0
208.195.172.80,875929,2,0,0,2,15,2,1,1,1,1,0,265,2,9,0
208.195.172.80,875929,2,0,0,2,15,2,1,1,1,1,0,265,3,9,0
208.195.172.80,875929,2,0,0,2,15,2,1,1,1,1,0,265,4,8,0
216.250.250.66,493276,3,1,0,1,47,2,1,1,1,1,0,66,1,5,0
216.250.250.66,493276,3,1,0,1,47,2,1,1,1,1,0,66,2,5,0
216.250.250.66,493276,3,1,0,1,47,2,1,1,1,1,0,66,3,5,0
216.250.250.66,493276,3,1,0,1,47,2,1,1,1,1,0,66,4,4,0
208.221.42.201,864645,3,1,0,0,18,2,1,1,1,1,1,145,1,5,1
208.221.42.201,864645,3,1,0,0,18,2,1,1,1,1,1,145,2,7,1
208.221.42.201,864645,3,1,0,0,18,2,1,1,1,1,1,145,3,6,2
208.221.42.201,864645,3,1,0,0,18,2,1,1,1,1,1,145,4,6,1
2.57.168.137,707550,2,1,0,2,7,2,1,0,1,0,1,206,1,7,1
2.57.168.137,707550,2,1,0,2,7,2,1,0,1,0,1,206,2,6,1
2.57.168.137,707550,2,1,0,2,7,2,1,0,1,0,1,206,3,9,2
2.57.168.137,707550,2,1,0,2,7,2,1,0,1,0,1,206,4,4,1
104.171.171.72,679331,3,1,0,0,34,2,1,0,0,0,0,95,1,4,0
104.171.171.72,679331,3,1,0,0,34,2,1,0,0,0,0,95,2,6,0
104.171.171.72,679331,3,1,0,0,34,2,1,0,0,0,0,95,3,7,0
104.171.171.72,679331,3,1,0,0,34,2,1,0,0,0,0,95,4,4,0
154.27.70.58,181884,2,0,2,2,6,2,1,1,0,0,0,196,1,8,0
154.27.70.58,181884,2,0,2,2,6,2,1,1,0,0,0,196,2,7,0
154.27.70.58,181884,2,0,2,2,6,2,1,1,0,0,0,196,3,6,0
154.27.70.58,181884,2,0,2,2,6,2,1,1,0,0,0,196,4,7,0
128.254.166.215,904131,2,1,0,2,15,2,1,1,1,0,1,70,1,9,1
128.254.166.215,904131,2,1,0,2,15,2,1,1,1,0,1,70,2,7,1
128.254.166.215,904131,2,1,0,2,15,2,1,1,1,0,1,70,3,6,1
128.254.166.215,904131,2,1,0,2,15,2,1,1,1,0,1,70,4,6,1
128.254.166.74,214849,1,1,0,2,43,2,1,1,0,1,1,151,1,5,2
128.254.166.74,214849,1,1,0,2,43,2,1,1,0,1,1,151,2,4,2
128.254.166.74,214849,1,1,0,2,43,2,1,1,0,1,1,151,3,5,1
128.254.166.74,214849,1,1,0,2,43,2,1,1,0,1,1,151,4,4,2
107.180.134.113,629130,2,0,0,1,26,2,1,1,0,0,1,150,1,5,2
107.180.134.113,629130,2,0,0,1,26,2,1,1,0,0,1,150,2,6,1
107.180.134.113,629130,2,0,0,1,26,2,1,1,0,0,1,150,3,6,1
107.180.134.113,629130,2,0,0,1,26,2,1,1,0,0,1,150,4,8,2
208.195.166.87,220396,2,0,0,2,15,2,1,1,1,0,0,259,1,8,0
208.195.166.87,220396,2,0,0,2,15,2,1,1,1,0,0,259,2,10,0
208.195.166.87,220396,2,0,0,2,15,2,1,1,1,0,0,259,3,8,0
208.195.166.87,220396,2,0,0,2,15,2,1,1,1,0,0,259,4,8,0
128.254.167.184,971889,1,1,2,2,15,2,1,0,0,1,0,228,1,9,0
128.254.167.184,971889,1,1,2,2,15,2,1,0,0,1,0,228,2,9,0
128.254.167.184,971889,1,1,2,2,15,2,1,0,0,1,0,228,3,8,0
128.254.167.184,971889,1,1,2,2,15,2,1,0,0,1,0,228,4,8,0
65.215.43.43,362439,2,1,0,2,1,2,1,1,0,1,1,171,1,3,1
65.215.43.43,362439,2,1,0,2,1,2,1,1,0,1,1,171,2,3,1
65.215.43.43,362439,2,1,0,2,1,2,1,1,0,1,1,171,3,3,1
65.215.43.43,362439,2,1,0,2,1,2,1,1,0,1,1,171,4,2,1
149.28.102.51,568471,3,0,0,1,49,2,1,1,0,1,1,139,1,2,1
149.28.102.51,568471,3,0,0,1,49,2,1,1,0,1,1,139,2,1,2
149.28.102.51,568471,3,0,0,1,49,2,1,1,0,1,1,139,3,2,1
149.28.102.51,568471,3,0,0,1,49,2,1,1,0,1,1,139,4,2,1
209.166.197.239,244824,2,1,0,3,33,2,1,1,0,1,0,57,1,2,0
209.166.197.239,244824,2,1,0,3,33,2,1,1,0,1,0,57,2,6,0
209.166.197.239,244824,2,1,0,3,33,2,1,1,0,1,0,57,3,6,0
209.166.197.239,244824,2,1,0,3,33,2,1,1,0,1,0,57,4,6,0
208.200.6.38,522891,3,1,0,3,38,2,1,0,1,0,1,364,1,8,1
208.200.6.38,522891,3,1,0,3,38,2,1,0,1,0,1,364,2,7,2
208.200.6.38,522891,3,1,0,3,38,2,1,0,1,0,1,364,3,6,1
208.200.6.38,522891,3,1,0,3,38,2,1,0,1,0,1,364,4,7,2
216.93.2.203,553722,1,1,2,2,46,2,1,1,0,0,1,108,1,1,1
216.93.2.203,553722,1,1,2,2,46,2,1,1,0,0,1,108,2,1,1
216.93.2.203,553722,1,1,2,2,46,2,1,1,0,0,1,108,3,1,2
216.93.2.203,553722,1,1,2,2,46,2,1,1,0,0,1,108,4,1,2
128.254.164.157,178635,3,0,0,0,15,2,1,1,1,1,1,82,1,6,2
128.254.164.157,178635,3,0,0,0,15,2,1,1,1,1,1,82,2,8,2
128.254.164.157,178635,3,0,0,0,15,2,1,1,1,1,1,82,3,7,1
128.254.164.157,178635,3,0,0,0,15,2,1,1,1,1,1,82,4,6,2
208.221.44.114,833918,2,1,0,3,1,2,1,1,0,1,1,176,1,6,1
208.221.44.114,833918,2,1,0,3,1,2,1,1,0,1,1,176,2,3,1
208.221.44.114,833918,2,1,0,3,1,2,1,1,0,1,1,176,3,5,2
208.221.44.114,833918,2,1,0,3,1,2,1,1,0,1,1,176,4,5,2
216.39.37.25,987395,6,0,0,1,34,2,1,0,1,0,1,216,1,7,1
216.39.37.25,987395,6,0,0,1,34,2,1,0,1,0,1,216,2,8,1
216.39.37.25,987395,6,0,0,1,34,2,1,0,1,0,1,216,3,6,1
216.39.37.25,987395,6,0,0,1,34,2,1,0,1,0,1,216,4,5,2
128.254.167.239,918328,3,0,0,1,15,2,1,0,0,1,0,253,1,4,0
128.254.167.239,918328,3,0,0,1,15,2,1,0,0,1,0,253,2,6,0
128.254.167.239,918328,3,0,0,1,15,2,1,0,0,1,0,253,3,7,0
128.254.167.239,918328,3,0,0,1,15,2,1,0,0,1,0,253,4,8,0
208.195.170.203,557328,2,0,0,2,6,2,1,1,0,0,1,226,1,8,2
208.195.170.203,557328,2,0,0,2,6,2,1,1,0,0,1,226,2,8,1
208.195.170.203,557328,2,0,0,2,6,2,1,1,0,0,1,226,3,7,2
208.195.170.203,557328,2,0,0,2,6,2,1,1,0,0,1,226,4,8,1
192.126.171.43,538358,3,0,0,2,4,2,1,0,0,0,1,109,1,6,2
192.126.171.43,538358,3,0,0,2,4,2,1,0,0,0,1,109,2,8,1
192.126.171.43,538358,3,0,0,2,4,2,1,0,0,0,1,109,3,9,2
192.126.171.43,538358,3,0,0,2,4,2,1,0,0,0,1,109,4,7,2
104.207.145.34,668517,4,1,0,1,27,2,1,1,0,0,0,290,1,6,0
104.207.145.34,668517,4,1,0,1,27,2,1,1,0,0,0,290,2,5,0
104.207.145.34,668517,4,1,0,1,27,2,1,1,0,0,0,290,3,5,0
104.207.145.34,668517,4,1,0,1,27,2,1,1,0,0,0,290,4,8,0
147.124.221.105,925725,1,0,0,2,48,2,1,1,0,0,0,91,1,4,0
147.124.221.105,925725,1,0,0,2,48,2,1,1,0,0,0,91,2,5,0
147.124.221.105,925725,1,0,0,2,48,2,1,1,0,0,0,91,3,4,0
147.124.221.105,925725,1,0,0,2,48,2,1,1,0,0,0,91,4,5,0
208.195.172.156,298068,2,1,2,2,46,2,1,1,1,0,1,96,1,7,2
208.195.172.156,298068,2,1,2,2,46,2,1,1,1,0,1,96,2,3,2
208.195.172.156,298068,2,1,2,2,46,2,1,1,1,0,1,96,3,6,1
208.195.172.156,298068,2,1,2,2,46,2,1,1,1,0,1,96,4,5,2
202.182.71.234,555381,4,1,0,3,15,2,1,0,0,0,1,122,1,6,2
202.182.71.234,555381,4,1,0,3,15,2,1,0,0,0,1,122,2,10,2
202.182.71.234,555381,4,1,0,3,15,2,1,0,0,0,1,122,3,10,2
202.182.71.234,555381,4,1,0,3,15,2,1,0,0,0,1,122,4,10,1
208.195.164.139,618170,2,0,0,2,15,2,1,1,1,0,0,146,1,8,0
208.195.164.139,618170,2,0,0,2,15,2,1,1,1,0,0,146,2,9,0
208.195.164.139,618170,2,0,0,2,15,2,1,1,1,0,0,146,3,9,0
208.195.164.139,618170,2,0,0,2,15,2,1,1,1,0,0,146,4,7,0
63.160.189.145,233811,2,1,2,2,46,2,1,1,1,1,1,211,1,5,1
63.160.189.145,233811,2,1,2,2,46,2,1,1,1,1,1,211,2,5,1
63.160.189.145,233811,2,1,2,2,46,2,1,1,1,1,1,211,3,6,1
63.160.189.145,233811,2,1,2,2,46,2,1,1,1,1,1,211,4,6,2
208.221.47.118,632501,2,1,2,0,1,2,1,1,1,1,0,137,1,10,0
208.221.47.118,632501,2,1,2,0,1,2,1,1,1,1,0,137,2,10,0
208.221.47.118,632501,2,1,2,0,1,2,1,1,1,1,0,137,3,10,0
208.221.47.118,632501,2,1,2,0,1,2,1,1,1,1,0,137,4,10,0
128.254.167.84,122971,2,1,0,2,43,2,1,1,0,1,0,69,1,3,0
128.254.167.84,122971,2,1,0,2,43,2,1,1,0,1,0,69,2,5,0
128.254.167.84,122971,2,1,0,2,43,2,1,1,0,1,0,69,3,5,0
128.254.167.84,122971,2,1,0,2,43,2,1,1,0,1,0,69,4,5,0
128.254.166.146,772033,2,1,0,1,1,2,1,0,2,0,1,170,1,10,2
128.254.166.146,772033,2,1,0,1,1,2,1,0,2,0,1,170,2,8,1
128.254.166.146,772033,2,1,0,1,1,2,1,0,2,0,1,170,3,10,2
128.254.166.146,772033,2,1,0,1,1,2,1,0,2,0,1,170,4,7,2
208.195.175.202,806794,2,0,2,1,6,2,1,1,1,0,1,68,1,8,1
208.195.175.202,806794,2,0,2,1,6,2,1,1,1,0,1,68,2,8,2
208.195.175.202,806794,2,0,2,1,6,2,1,1,1,0,1,68,3,7,1
208.195.175.202,806794,2,0,2,1,6,2,1,1,1,0,1,68,4,9,1
149.46.136.186,587000,1,0,0,1,4,2,1,1,2,0,0,112,1,5,0
149.46.136.186,587000,1,0,0,1,4,2,1,1,2,0,0,112,2,6,0
149.46.136.186,587000,1,0,0,1,4,2,1,1,2,0,0,112,3,7,0
149.46.136.186,587000,1,0,0,1,4,2,1,1,2,0,0,112,4,7,0
208.195.165.154,690856,2,0,2,2,15,2,1,1,0,1,1,77,1,9,1
208.195.165.154,690856,2,0,2,2,15,2,1,1,0,1,1,77,2,10,2
208.195.165.154,690856,2,0,2,2,15,2,1,1,0,1,1,77,3,9,1
208.195.165.154,690856,2,0,2,2,15,2,1,1,0,1,1,77,4,10,1
208.195.166.156,101771,2,0,0,2,6,2,1,0,1,0,1,291,1,8,2
208.195.166.156,101771,2,0,0,2,6,2,1,0,1,0,1,291,2,5,1
208.195.166.156,101771,2,0,0,2,6,2,1,0,1,0,1,291,3,8,1
208.195.166.156,101771,2,0,0,2,6,2,1,0,1,0,1,291,4,7,2
63.75.249.55,938326,4,0,0,1,17,2,1,0,1,1,1,327,1,6,2
63.75.249.55,938326,4,0,0,1,17,2,1,0,1,1,1,327,2,7,1
63.75.249.55,938326,4,0,0,1,17,2,1,0,1,1,1,327,3,6,2
63.75.249.55,938326,4,0,0,1,17,2,1,0,1,1,1,327,4,7,2
23.135.40.158,273159,2,1,0,2,0,2,1,1,0,1,1,130,1,7,2
23.135.40.158,273159,2,1,0,2,0,2,1,1,0,1,1,130,2,8,1
23.135.40.158,273159,2,1,0,2,0,2,1,1,0,1,1,130,3,7,2
23.135.40.158,273159,2,1,0,2,0,2,1,1,0,1,1,130,4,7,2
104.171.169.47,864120,1,1,0,3,15,2,0,1,1,0,0,67,1,4,0
104.171.169.47,864120,1,1,0,3,15,2,0,1,1,0,0,67,2,7,0
104.171.169.47,864120,1,1,0,3,15,2,0,1,1,0,0,67,3,6,0
104.171.169.47,864120,1,1,0,3,15,2,0,1,1,0,0,67,4,5,0
128.254.167.140,748561,2,1,0,0,2,2,1,1,0,0,0,152,1,1,0
128.254.167.140,748561,2,1,0,0,2,2,1,1,0,0,0,152,2,1,0
128.254.167.140,748561,2,1,0,0,2,2,1,1,0,0,0,152,3,1,0
128.254.167.140,748561,2,1,0,0,2,2,1,1,0,0,0,152,4,1,0
81.161.6.100,708026,1,1,0,2,33,2,1,1,0,0,1,222,1,5,2
81.161.6.100,708026,1,1,0,2,33,2,1,1,0,0,1,222,2,4,1
81.161.6.100,708026,1,1,0,2,33,2,1,1,0,0,1,222,3,4,2
81.161.6.100,708026,1,1,0,2,33,2,1,1,0,0,1,222,4,4,2
208.194.222.136,441033,1,1,2,2,46,2,1,0,1,0,0,115,1,2,0
208.194.222.136,441033,1,1,2,2,46,2,1,0,1,0,0,115,2,2,0
208.194.222.136,441033,1,1,2,2,46,2,1,0,1,0,0,115,3,2,0
208.194.222.136,441033,1,1,2,2,46,2,1,0,1,0,0,115,4,2,0
181.214.107.113,789621,2,1,2,3,33,0,1,1,1,1,0,321,1,4,0
181.214.107.113,789621,2,1,2,3,33,0,1,1,1,1,0,321,2,1,0
181.214.107.113,789621,2,1,2,3,33,0,1,1,1,1,0,321,3,9,0
181.214.107.113,789621,2,1,2,3,33,0,1,1,1,1,0,321,4,3,0
66.207.178.45,472321,3,1,0,0,43,2,1,0,0,0,1,125,1,7,1
66.207.178.45,472321,3,1,0,0,43,2,1,0,0,0,1,125,2,8,1
66.207.178.45,472321,3,1,0,0,43,2,1,0,0,0,1,125,3,6,2
66.207.178.45,472321,3,1,0,0,43,2,1,0,0,0,1,125,4,7,2
128.254.165.116,738754,2,1,0,3,43,2,1,1,0,1,1,69,1,5,2
128.254.165.116,738754,2,1,0,3,43,2,1,1,0,1,1,69,2,4,2
128.254.165.116,738754,2,1,0,3,43,2,1,1,0,1,1,69,3,5,1
128.254.165.116,738754,2,1,0,3,43,2,1,1,0,1,1,69,4,4,1
128.254.167.59,181683,2,1,0,1,43,2,1,1,1,0,0,434,1,4,0
128.254.167.59,181683,2,1,0,1,43,2,1,1,1,0,0,434,2,4,0
128.254.167.59,181683,2,1,0,1,43,2,1,1,1,0,0,434,3,6,0
128.254.167.59,181683,2,1,0,1,43,2,1,1,1,0,0,434,4,2,0
208.221.42.103,747169,2,1,0,2,1,2,1,1,1,1,1,93,1,10,1
208.221.42.103,747169,2,1,0,2,1,2,1,1,1,1,1,93,2,10,1
208.221.42.103,747169,2,1,0,2,1,2,1,1,1,1,1,93,3,10,2
208.221.42.103,747169,2,1,0,2,1,2,1,1,1,1,1,93,4,10,2
149.28.101.227,403732,4,1,0,1,9,2,1,0,1,1,0,117,1,4,0
149.28.101.227,403732,4,1,0,1,9,2,1,0,1,1,0,117,2,5,0
149.28.101.227,403732,4,1,0,1,9,2,1,0,1,1,0,117,3,4,0
149.28.101.227,403732,4,1,0,1,9,2,1,0,1,1,0,117,4,8,0
163.123.220.157,784266,3,0,0,2,10,2,1,1,2,1,0,82,1,7,0
163.123.220.157,784266,3,0,0,2,10,2,1,1,2,1,0,82,2,8,0
163.123.220.157,784266,3,0,0,2,10,2,1,1,2,1,0,82,3,6,0
163.123.220.157,784266,3,0,0,2,10,2,1,1,2,1,0,82,4,8,0
144.202.46.33,726409,4,0,0,1,4,2,1,1,1,0,1,97,1,3,2
144.202.46.33,726409,4,0,0,1,4,2,1,1,1,0,1,97,2,2,2
144.202.46.33,726409,4,0,0,1,4,2,1,1,1,0,1,97,3,1,1
144.202.46.33,726409,4,0,0,1,4,2,1,1,1,0,1,97,4,4,1
208.195.173.227,693799,2,0,0,2,15,2,1,1,1,1,0,87,1,9,0
208.195.173.227,693799,2,0,0,2,15,2,1,1,1,1,0,87,2,8,0
208.195.173.227,693799,2,0,0,2,15,2,1,1,1,1,0,87,3,9,0
208.195.173.227,693799,2,0,0,2,15,2,1,1,1,1,0,87,4,8,0
217.138.208.221,375124,2,0,0,4,33,2,1,0,1,1,1,200,1,8,2
217.138.208.221,375124,2,0,0,4,33,2,1,0,1,1,1,200,2,6,2
217.138.208.221,375124,2,0,0,4,33,2,1,0,1,1,1,200,3,10,1
217.138.208.221,375124,2,0,0,4,33,2,1,0,1,1,1,200,4,10,1
128.254.164.152,572863,2,1,0,1,15,2,1,1,1,0,0,152,1,3,0
128.254.164.152,572863,2,1,0,1,15,2,1,1,1,0,0,152,2,2,0
128.254.164.152,572863,2,1,0,1,15,2,1,1,1,0,0,152,3,1,0
128.254.164.152,572863,2,1,0,1,15,2,1,1,1,0,0,152,4,1,0
208.221.42.254,381692,2,1,0,1,1,2,1,1,0,1,1,356,1,2,2
208.221.42.254,381692,2,1,0,1,1,2,1,1,0,1,1,356,2,2,2
208.221.42.254,381692,2,1,0,1,1,2,1,1,0,1,1,356,3,2,1
208.221.42.254,381692,2,1,0,1,1,2,1,1,0,1,1,356,4,3,2
154.27.73.177,839845,2,0,0,2,6,2,1,1,0,1,0,61,1,7,0
154.27.73.177,839845,2,0,0,2,6,2,1,1,0,1,0,61,2,5,0
154.27.73.177,839845,2,0,0,2,6,2,1,1,0,1,0,61,3,7,0
154.27.73.177,839845,2,0,0,2,6,2,1,1,0,1,0,61,4,9,0
208.221.45.116,387181,2,1,2,0,1,2,1,1,0,1,1,225,1,8,1
208.221.45.116,387181,2,1,2,0,1,2,1,1,0,1,1,225,2,9,2
208.221.45.116,387181,2,1,2,0,1,2,1,1,0,1,1,225,3,8,1
208.221.45.116,387181,2,1,2,0,1,2,1,1,0,1,1,225,4,8,2
163.123.220.171,863630,3,0,0,2,43,2,1,1,1,0,0,296,1,6,0
163.123.220.171,863630,3,0,0,2,43,2,1,1,1,0,0,296,2,6,0
163.123.220.171,863630,3,0,0,2,43,2,1,1,1,0,0,296,3,5,0
163.123.220.171,863630,3,0,0,2,43,2,1,1,1,0,0,296,4,4,0
128.254.166.231,960168,2,1,0,2,15,2,1,1,1,1,1,118,1,8,1
128.254.166.231,960168,2,1,0,2,15,2,1,1,1,1,1,118,2,9,2
128.254.166.231,960168,2,1,0,2,15,2,1,1,1,1,1,118,3,8,1
128.254.166.231,960168,2,1,0,2,15,2,1,1,1,1,1,118,4,8,1
128.254.166.99,236164,1,1,0,1,15,2,1,0,1,0,1,147,1,2,1
128.254.166.99,236164,1,1,0,1,15,2,1,0,1,0,1,147,2,1,2
128.254.166.99,236164,1,1,0,1,15,2,1,0,1,0,1,147,3,3,2
128.254.166.99,236164,1,1,0,1,15,2,1,0,1,0,1,147,4,2,1
208.195.163.209,751011,2,1,0,1,3,2,1,1,0,1,0,135,1,9,0
208.195.163.209,751011,2,1,0,1,3,2,1,1,0,1,0,135,2,9,0
208.195.163.209,751011,2,1,0,1,3,2,1,1,0,1,0,135,3,9,0
208.195.163.209,751011,2,1,0,1,3,2,1,1,0,1,0,135,4,8,0
192.126.163.40,157204,3,1,0,2,4,2,1,0,0,0,0,118,1,8,0
192.126.163.40,157204,3,1,0,2,4,2,1,0,0,0,0,118,2,7,0
192.126.163.40,157204,3,1,0,2,4,2,1,0,0,0,0,118,3,8,0
192.126.163.40,157204,3,1,0,2,4,2,1,0,0,0,0,118,4,7,0
208.218.228.49,832273,2,1,0,3,33,2,1,1,1,0,0,69,1,7,0
208.218.228.49,832273,2,1,0,3,33,2,1,1,1,0,0,69,2,7,0
208.218.228.49,832273,2,1,0,3,33,2,1,1,1,0,0,69,3,9,0
208.218.228.49,832273,2,1,0,3,33,2,1,1,1,0,0,69,4,9,0
128.254.166.207,240986,2,1,0,2,15,2,1,1,0,1,1,99,1,4,2
128.254.166.207,240986,2,1,0,2,15,2,1,1,0,1,1,99,2,4,1
128.254.166.207,240986,2,1,0,2,15,2,1,1,0,1,1,99,3,5,2
128.254.166.207,240986,2,1,0,2,15,2,1,1,0,1,1,99,4,4,2
192.126.251.165,154603,1,0,0,0,43,2,1,1,0,0,0,155,1,5,0
192.126.251.165,154603,1,0,0,0,43,2,1,1,0,0,0,155,2,4,0
192.126.251.165,154603,1,0,0,0,43,2,1,1,0,0,0,155,3,5,0
192.126.251.165,154603,1,0,0,0,43,2,1,1,0,0,0,155,4,4,0
208.195.168.37,364507,2,0,0,2,15,2,1,0,0,0,0,150,1,5,0
208.195.168.37,364507,2,0,0,2,15,2,1,0,0,0,0,150,2,5,0
208.195.168.37,364507,2,0,0,2,15,2,1,0,0,0,0,150,3,9,0
208.195.168.37,364507,2,0,0,2,15,2,1,0,0,0,0,150,4,6,0
63.160.189.168,166957,2,1,2,2,46,2,1,1,1,0,1,80,1,9,1
63.160.189.168,166957,2,1,2,2,46,2,1,1,1,0,1,80,2,7,1
63.160.189.168,166957,2,1,2,2,46,2,1,1,1,0,1,80,3,5,1
63.160.189.168,166957,2,1,2,2,46,2,1,1,1,0,1,80,4,6,1
155.193.135.65,820052,6,1,0,1,18,2,1,0,0,1,0,223,1,8,0
155.193.135.65,820052,6,1,0,1,18,2,1,0,0,1,0,223,2,9,0
155.193.135.65,820052,6,1,0,1,18,2,1,0,0,1,0,223,3,10,0
155.193.135.65,820052,6,1,0,1,18,2,1,0,0,1,0,223,4,8,0
80.71.152.59,219706,2,1,0,2,4,2,1,1,1,1,1,238,1,10,1
80.71.152.59,219706,2,1,0,2,4,2,1,1,1,1,1,238,2,10,2
80.71.152.59,219706,2,1,0,2,4,2,1,1,1,1,1,238,3,10,2
80.71.152.59,219706,2,1,0,2,4,2,1,1,1,1,1,238,4,8,2
128.254.166.64,332872,2,1,0,1,15,2,1,1,1,1,1,124,1,3,2
128.254.166.64,332872,2,1,0,1,15,2,1,1,1,1,1,124,2,2,1
128.254.166.64,332872,2,1,0,1,15,2,1,1,1,1,1,124,3,2,2
128.254.166.64,332872,2,1,0,1,15,2,1,1,1,1,1,124,4,2,2
208.195.170.133,896539,2,0,0,2,15,2,1,0,1,0,0,107,1,8,0
208.195.170.133,896539,2,0,0,2,15,2,1,0,1,0,0,107,2,8,0
208.195.170.133,896539,2,0,0,2,15,2,1,0,1,0,0,107,3,9,0
208.195.170.133,896539,2,0,0,2,15,2,1,0,1,0,0,107,4,9,0
128.254.167.137,495748,3,1,0,0,43,2,1,1,0,1,1,244,1,5,2
128.254.167.137,495748,3,1,0,0,43,2,1,1,0,1,1,244,2,4,1
128.254.167.137,495748,3,1,0,0,43,2,1,1,0,1,1,244,3,5,2
128.254.167.137,495748,3,1,0,0,43,2,1,1,0,1,1,244,4,4,2
208.195.172.19,516933,2,1,0,2,15,2,1,1,1,1,0,316,1,5,0
208.195.172.19,516933,2,1,0,2,15,2,1,1,1,1,0,316,2,3,0
208.195.172.19,516933,2,1,0,2,15,2,1,1,1,1,0,316,3,3,0
208.195.172.19,516933,2,1,0,2,15,2,1,1,1,1,0,316,4,3,0
136.175.103.79,722165,2,1,0,1,43,2,1,1,1,0,0,69,1,3,0
136.175.103.79,722165,2,1,0,1,43,2,1,1,1,0,0,69,2,2,0
136.175.103.79,722165,2,1,0,1,43,2,1,1,1,0,0,69,3,3,0
136.175.103.79,722165,2,1,0,1,43,2,1,1,1,0,0,69,4,3,0
208.195.166.199,275718,2,0,0,1,15,2,1,1,1,1,0,112,1,5,0
208.195.166.199,275718,2,0,0,1,15,2,1,1,1,1,0,112,2,7,0
208.195.166.199,275718,2,0,0,1,15,2,1,1,1,1,0,112,3,5,0
208.195.166.199,275718,2,0,0,1,15,2,1,1,1,1,0,112,4,6,0
128.254.167.76,123340,2,1,0,1,1,2,1,0,1,1,1,178,1,6,1
128.254.167.76,123340,2,1,0,1,1,2,1,0,1,1,1,178,2,6,2
128.254.167.76,123340,2,1,0,1,1,2,1,0,1,1,1,178,3,7,1
128.254.167.76,123340,2,1,0,1,1,2,1,0,1,1,1,178,4,5,1
208.200.4.236,231468,3,0,0,3,14,2,1,1,1,1,0,506,1,4,0
208.200.4.236,231468,3,0,0,3,14,2,1,1,1,1,0,506,2,6,0
208.200.4.236,231468,3,0,0,3,14,2,1,1,1,1,0,506,3,9,0
208.200.4.236,231468,3,0,0,3,14,2,1,1,1,1,0,506,4,6,0
140.82.24.123,440724,3,1,0,1,39,2,1,0,1,0,1,159,1,3,1
140.82.24.123,440724,3,1,0,1,39,2,1,0,1,0,1,159,2,3,2
140.82.24.123,440724,3,1,0,1,39,2,1,0,1,0,1,159,3,3,2
140.82.24.123,440724,3,1,0,1,39,2,1,0,1,0,1,159,4,4,1
128.254.165.18,413062,3,1,0,3,15,2,1,1,1,0,1,174,1,8,1
128.254.165.18,413062,3,1,0,3,15,2,1,1,1,0,1,174,2,5,2
128.254.165.18,413062,3,1,0,3,15,2,1,1,1,0,1,174,3,7,1
128.254.165.18,413062,3,1,0,3,15,2,1,1,1,0,1,174,4,7,1
208.195.161.115,946990,2,0,0,2,6,2,1,1,1,1,1,498,1,5,2
208.195.161.115,946990,2,0,0,2,6,2,1,1,1,1,1,498,2,5,1
208.195.161.115,946990,2,0,0,2,6,2,1,1,1,1,1,498,3,5,2
208.195.161.115,946990,2,0,0,2,6,2,1,1,1,1,1,498,4,8,2
63.75.249.207,908540,2,1,2,2,1,2,1,1,1,0,0,124,1,10,0
