StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q2,Q27,Q28,Q3,Q4,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q7,Q8,Q9,Q10,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q25_0_GROUP,Q25_1_GROUP,Q25_0_1_RANK,Q25_0_3_RANK,Q25_0_12_RANK,Q25_0_16_RANK,Q25_1_1_RANK,Q25_1_3_RANK,Q25_1_12_RANK,Q25_1_16_RANK,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q29_0_GROUP,Q29_1_GROUP,Q29_2_GROUP,Q29_0_1_RANK,Q29_0_2_RANK,Q29_0_3_RANK,Q29_0_4_RANK,Q29_0_5_RANK,Q29_0_6_RANK,Q29_1_1_RANK,Q29_1_2_RANK,Q29_1_3_RANK,Q29_1_4_RANK,Q29_1_5_RANK,Q29_1_6_RANK,Q29_2_1_RANK,Q29_2_2_RANK,Q29_2_3_RANK,Q29_2_4_RANK,Q29_2_5_RANK,Q29_2_6_RANK,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q74_1,Q74_2,Q74_3,Q74_4,Q75_1,Q75_2,Q75_3,Q75_4,Q76_1,Q76_2,Q76_3,Q76_4,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Small_1,Small_2,Small_3,Small_4,Medium_1,Medium_2,Medium_3,Medium_4,Large_1,Large_2,Large_3,Large_4,Q26,Random ID,Message_Received,Shelter_Information,Shelter_Type_1,Shelter_Type_2,Shelter_Type_3,Shelter_Type_4
11/22/22 11:49,11/22/22 11:50,IP Address,136.175.103.108,100,89,TRUE,11/22/22 11:50,R_3ebsVRzFCNux7NC,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,105,,4.223,22.444,23.242,7,45-54 years old,Male,Married,"$75,000-$99,999",Alabama,2.201,12.295,20.2,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.329,14.251,16.484,8,,,,,4,5,7,6,,,,,716913,716913,Yes,Yes,Traditional Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:49,11/22/22 11:50,IP Address,192.126.132.38,100,82,TRUE,11/22/22 11:50,R_2rHEf8H2MzzDD87,,,,,37.751,-97.822,anonymous,EN,0.300000012,,0,105,,1.395,14.189,15.027,7,18-24 years old,Male,Married,"$100,000-$149,000",New York,1.559,5.51,8.783,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,26.952,0,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",2,,,,1,,,2,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,0.584,10.906,12.806,7,,,,,7,7,7,8,,,,,474715,474715,No,Yes,Traditional Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:35,11/22/22 11:38,IP Address,45.32.169.48,100,186,TRUE,11/22/22 11:39,R_23Wfck7uCc19FtI,,,,,25.8119,-80.2318,anonymous,EN,1,TRUE,100,25,11/22/22 18:31,2.563,20.543,22.777,6,45-54 years old,Female,Married,"$50,000-$74,999",Illinois,1.97,10.114,51.362,5,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.545,20.094,22.232,8,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,126083,Yes,No,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:48,11/22/22 11:51,IP Address,208.195.167.42,100,150,TRUE,11/22/22 11:51,R_24dTf3SPksdedZY,,,,,38.7913,-77.2806,anonymous,EN,0.899999976,,0,30,,45.172,56.647,57.555,6,25-34 years old,Female,Married,"$50,000-$74,999",Connecticut,1.393,4.669,8.821,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,0,0,13.265,0,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",2,,,,1,,,2,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,0,0,33.981,0,7,5,10 (high),7,,,,,,,,,961885,961885,No,Yes,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:49,11/22/22 11:51,IP Address,155.193.141.253,100,95,TRUE,11/22/22 11:51,R_1DNXP6IdgcvnWuh,,,,,40.7963,-73.0665,anonymous,EN,1,,0,55,,29.671,42.082,44.307,4,25-34 years old,Male,Married,"$25,000-$49,999",Washington,1.532,6.388,8.566,3,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.242,12.381,12.537,8,,,,,10 (high),10 (high),10 (high),10 (high),,,,,,,,,,,,,,,,,,,,,760645,760645,Yes,No,No-Kill Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:48,11/22/22 11:51,IP Address,78.154.13.1,100,132,TRUE,11/22/22 11:51,R_3haQpGAJPPXCHs4,,,,,42.6951,23.325,anonymous,EN,1,,0,0,,2.149,11.73,12.663,5,25-34 years old,Male,,"$25,000-$49,999",Delaware,1.18,16.497,17.738,4,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,9.202,19.253,20.089,9,3,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,569964,569964,Yes,No,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:47,11/22/22 11:51,IP Address,128.254.164.129,100,202,TRUE,11/22/22 11:51,R_1ieB36h306vkoh8,,,,,40.0242,-79.8846,anonymous,EN,0.899999976,,0,55,,3.049,3.049,32.4,1,25-34 years old,Male,Married,"$25,000-$49,999",Alaska,0,0,15.161,0,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,4.988,16.318,2,1 (low),7,10 (high),10 (high),,,,,,,,,A1MV50O7NWWL72,778527,Yes,Yes,Traditional Shelter,No-Kill Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:49,11/22/22 11:51,IP Address,208.195.163.243,100,108,TRUE,11/22/22 11:51,R_3hmbfuAr7UdE1Aa,,,,,38.7913,-77.2806,anonymous,EN,1,,0,30,,10.094,22.707,23.702,6,25-34 years old,Female,Married,"$50,000-$74,999",Indiana,1.481,12.102,13.218,4,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,0,0,26.937,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",2,,,,1,,,1,,2,,,,,2,,,1,,,,,,,,,,,,,,,,,6.686,8.158,12.604,3,8,8,8,7,,,,,,,,,A2BDW9CNSJAFF2,767492,No,Yes,Traditional Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:46,11/22/22 11:51,IP Address,63.160.189.121,100,290,TRUE,11/22/22 11:51,R_3lsLCaRYTQWZYex,,,,,34.0014,-84.0144,anonymous,EN,0.899999976,,0,55,,2.478,17.361,18.498,8,25-34 years old,Male,Single,"$50,000-$74,999",Virginia,1.397,6.674,8.03,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.351,1.498,11.848,2,,,,,7,8,7,8,,,,,,,,,,,,,,,,,,,,,270766,270766,Yes,No,Traditional Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:49,11/22/22 11:51,IP Address,63.75.248.36,100,130,TRUE,11/22/22 11:51,R_3MoisasVBB6qFcV,,,,,36.115,-115.2165,anonymous,EN,0.899999976,,0,0,,5.171,13.502,17.448,7,25-34 years old,Male,,"$50,000-$74,999",Alaska,1.258,15.878,17.217,10,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,9.12,40.974,44.82,12,"French BullDog,Beagle","Shetland Sheepdog,Australian Shepherd","German Shepherd,Labrador Retriever",1,,,,2,,,2,,1,,,,,1,,,2,,,,,,,,,,,,,,,,,2.474,15.706,17.077,8,8,10 (high),7,9,,,,,,,,,GOOD,621578,No,Yes,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:48,11/22/22 11:51,IP Address,208.194.198.186,100,202,TRUE,11/22/22 11:51,R_DTxjMu8jCbz0dz3,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,30,,1.434,13.502,14.454,6,25-34 years old,Male,Single,"$50,000-$74,999",Virginia,1.299,6.139,8.401,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,103.093,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,,,,,,,,,,,,,,,,,0.109,4.636,11.491,3,,,,,7,7,7,8,,,,,847206,847206,No,Yes,Traditional Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:49,11/22/22 11:51,IP Address,208.200.4.249,100,170,TRUE,11/22/22 11:51,R_3RqiQSOv2M7kqS8,,,,,45.5496,-122.5044,anonymous,EN,0.899999976,,0,0,,3.373,32.56,33.702,11,35-44 years old,Female,Married,"$25,000-$49,999",Pennsylvania,4.052,32.848,33.55,6,"No, but I own another pet",Cats,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.537,27,28.59,10,5,8,7,6,,,,,,,,,321182,321182,Yes,Yes,Traditional Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:50,11/22/22 11:51,IP Address,202.182.74.208,100,97,TRUE,11/22/22 11:51,R_2ZUjSrzofo4H06f,,,,,40.7123,-74.0068,anonymous,EN,1,,0,25,,1.994,17.859,19.507,9,25-34 years old,Male,Married,"$50,000-$74,999",Alaska,2.596,7.416,9.129,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,0,0,31.819,0,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","German Shepherd,Labrador Retriever",2,,,,1,,,2,,1,,,,,1,,,2,1.124,19.338,20.486,9,3,3,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,667741,No,No,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:49,11/22/22 11:52,IP Address,68.40.215.180,100,142,TRUE,11/22/22 11:52,R_rfFDJ4TxBkP1Oq5,,,,,42.5353,-83.7768,anonymous,EN,1,,0,0,,1.554,11.466,12.337,11,35-44 years old,Female,Single,"$25,000-$49,999",Michigan,0.963,6.379,8.104,7,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5.745,27.415,28.151,19,8,10 (high),9,8,,,,,,,,,,,,,,,,,,,,,,,,,150725,150725,Yes,No,Traditional Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:47,11/22/22 11:52,IP Address,206.82.8.50,100,249,TRUE,11/22/22 11:52,R_22mE3fHPmaNyitc,,,,,39.3037,-94.9322,anonymous,EN,0.899999976,,0,35,,10.703,103.235,113.492,11,25-34 years old,Male,Single,"$25,000-$49,999",North Carolina,3.55,25.749,27.47,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,35.951,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,4.524,24.285,25.626,8,,,,,6,5,7,5,,,,,,,,,,,,,,,,,,,,,218944,218944,No,No,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:50,11/22/22 11:52,IP Address,208.194.194.3,100,111,TRUE,11/22/22 11:52,R_1cTCN0SVajogE3V,,,,,37.751,-97.822,anonymous,EN,1,,0,30,,2.371,18.484,19.296,6,25-34 years old,Female,Single,"$50,000-$74,999",Virginia,1.909,7.413,9.412,4,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.966,0,9,7,7,7,,,,,,,,,489920,489920,Yes,Yes,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:49,11/22/22 11:52,IP Address,208.195.163.140,100,151,TRUE,11/22/22 11:52,R_D6jtsRKUaGcp9Sh,,,,,38.7913,-77.2806,anonymous,EN,1,,0,30,,37.488,47.156,49.788,6,25-34 years old,Male,Married,"$50,000-$74,999",Indiana,1.347,5.177,8.322,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,0,0,42.656,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,,,,,,,,,,,,,,,,,0,0,12.689,0,3,5,3,4,,,,,,,,,,525137,No,Yes,Traditional Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:51,11/22/22 11:52,IP Address,154.27.73.182,100,83,TRUE,11/22/22 11:52,R_2uqFYRc3OZZ1KQm,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,55,,5.363,21.565,24.346,7,25-34 years old,Male,Married,"$25,000-$49,999",Arkansas,1.567,7.214,8.552,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.779,15.125,17.583,10,7,8,9,10 (high),,,,,,,,,,,,,,,,,,,,,,,,,A1KR4RHW10D50I,267019,Yes,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:47,11/22/22 11:52,IP Address,208.195.171.159,100,279,TRUE,11/22/22 11:52,R_2Br02GS0YSQDX2w,,,,,38.7913,-77.2806,anonymous,EN,1,,0,30,,4.98,17.481,18.975,6,25-34 years old,Female,Married,"$75,000-$99,999",Indiana,1.7,22.326,24.155,5,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,10.126,11.614,5,7,7,8,8,,,,,,,,,715289,715289,Yes,Yes,Traditional Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:51,11/22/22 11:52,IP Address,128.254.167.148,100,66,TRUE,11/22/22 11:52,R_1GNQck4skM8lBKn,,,,,40.0242,-79.8846,anonymous,EN,0.899999976,,0,55,,7.289,12.135,13.567,3,18-24 years old,Male,Married,"Less than $25,000",Indiana,0,0,11.929,0,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17.889,0,3,1 (low),3,2,,,,,,,,,,,,,,,,,,,,,,,,,322690,322690,Yes,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:50,11/22/22 11:52,IP Address,74.140.160.90,100,105,TRUE,11/22/22 11:52,R_2bNQoMmpaDU7rFD,,,,,39.8378,-84.1111,anonymous,EN,1,,0,0,,4.036,12.905,15.656,8,25-34 years old,Female,Other,"$25,000-$49,999",Ohio,4.383,14.121,14.72,8,"No, but I own another pet",Cats,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3.864,19.14,19.729,13,5,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,422369,422369,Yes,No,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:50,11/22/22 11:52,IP Address,208.221.40.169,100,157,TRUE,11/22/22 11:52,R_1Q9tmw5Cz82aROe,,,,,39.2151,-76.754,anonymous,EN,1,,0,0,,5.62,16.205,17.248,6,25-34 years old,Male,Married,"$25,000-$49,999",Tennessee,1.244,9.584,10.494,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,13.024,13.701,8,,,,,8,9,9,8,,,,,405898,405898,Yes,Yes,Traditional Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:49,11/22/22 11:52,IP Address,208.207.180.94,100,172,TRUE,11/22/22 11:52,R_29oFqINUOydlFGc,,,,,40.7123,-73.7985,anonymous,EN,1,,0,75,,9.867,83.114,84.64,12,35-44 years old,Male,Married,"$50,000-$74,999",Texas,7.265,14.101,15.226,4,Yes,Neither dogs nor cats,I will adopt a dog,Large (Greater than 60 lbs.),,,,,,,,,,,,,,,0,0,33.066,0,"French BullDog,Beagle","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",1,,,,2,,,2,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,3.847,21.956,22.928,10,,,,,,,,,8,7,6,8,999024,999024,No,Yes,Traditional Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:51,11/22/22 11:52,IP Address,208.195.166.90,100,101,TRUE,11/22/22 11:52,R_1mzbEQPF4avrv9N,,,,,38.7913,-77.2806,anonymous,EN,1,,0,30,,4.489,12.674,13.802,5,25-34 years old,Male,,"$25,000-$49,999",Connecticut,9.153,15.951,16.77,6,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.553,6.645,14.132,7,,,,,7,9,7,9,,,,,,,,,,,,,,,,,,,,,601362,601362,Yes,No,Traditional Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:49,11/22/22 11:52,IP Address,67.171.139.24,100,211,TRUE,11/22/22 11:52,R_1kSOLJcAbfiftrg,,,,,45.4085,-122.7981,anonymous,EN,1,,0,0,,2.827,8.747,11.504,5,25-34 years old,Female,Single,"$75,000-$99,999",Oregon,4.185,19.702,20.727,6,Yes,Dogs,I will adopt a dog,Large (Greater than 60 lbs.),,,,,,,,,,,,,,,71.321,71.321,111.367,1,"French BullDog,Beagle","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",1,,,,2,,,1,,2,,,,,2,,,1,4.914,52.141,53.347,21,,,,,,,,,3,8,4,1 (low),,,,,,,,,,,,,,,,,258897,258897,No,No,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:49,11/22/22 11:52,IP Address,208.195.166.7,100,177,TRUE,11/22/22 11:52,R_1nMFmdsgbLZ96st,,,,,38.7913,-77.2806,anonymous,EN,1,,0,30,,49.421,55.801,56.907,6,25-34 years old,Male,Married,"$50,000-$74,999",Connecticut,1.572,4.336,9.325,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,46.04,0,"French BullDog,Beagle","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",1,,,,2,,,2,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,0.003,11.132,12,8,,,,,8,6,8,9,,,,,178124,178124,No,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:51,11/22/22 11:52,IP Address,208.195.174.121,100,111,TRUE,11/22/22 11:52,R_2VdAosFp9G8FrfP,,,,,38.7913,-77.2806,anonymous,EN,0.899999976,,0,30,,3.126,18.259,19.557,7,25-34 years old,Female,Single,"$25,000-$49,999",California,6.102,11.543,12.339,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.723,10.655,13.194,6,,,,,4,3,4,3,,,,,NO,579244,Yes,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:47,11/22/22 11:52,IP Address,208.195.170.127,100,312,TRUE,11/22/22 11:52,R_31gFj9ta0FF64v6,,,,,38.7913,-77.2806,anonymous,EN,0.899999976,,0,30,,0.945,9.609,10.41,6,25-34 years old,Male,Married,"$50,000-$74,999",Indiana,6.952,28.487,29.295,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.341,24.582,26.5,11,4,6,7,5,,,,,,,,,260092,260092,Yes,Yes,Traditional Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:48,11/22/22 11:53,IP Address,128.254.166.200,100,249,TRUE,11/22/22 11:53,R_21pPVPBRAW2smxY,,,,,40.0242,-79.8846,anonymous,EN,0.899999976,,0,55,,19.25,29.089,30.022,6,25-34 years old,Male,Married,"$25,000-$49,999",Indiana,12.195,16.766,17.696,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2.395,14.823,16.454,9,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,559873,559873,Yes,No,Traditional Shelter,No-Kill Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:48,11/22/22 11:53,IP Address,208.195.165.64,100,264,TRUE,11/22/22 11:53,R_ALqe4qzE6rqwMVP,,,,,38.7913,-77.2806,anonymous,EN,1,,0,30,,166.63,188.565,189.732,6,25-34 years old,Female,Married,"$50,000-$74,999",Connecticut,5.01,8.41,9.868,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,0,0,35.321,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",2,,,,1,,,1,,2,,,,,2,,,1,,,,,,,,,,,,,,,,,1.089,9.826,11.485,8,4,7,7,7,,,,,,,,,710942,710942,No,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:51,11/22/22 11:53,IP Address,128.254.167.201,100,116,TRUE,11/22/22 11:53,R_3G8OaDq3nlxRtNY,,,,,40.0242,-79.8846,anonymous,EN,0.899999976,,0,55,,17.922,33.155,33.564,4,25-34 years old,Male,Married,"$50,000-$74,999",Indiana,4.415,25.366,26.039,3,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.313,25.331,37.548,2,,,,,3,1 (low),4,3,,,,,730743,730743,Yes,Yes,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:48,11/22/22 11:53,IP Address,63.75.250.64,100,281,TRUE,11/22/22 11:53,R_1n1NLad4exoe4sJ,,,,,42.8233,-72.1826,anonymous,EN,1,,0,0,,6.814,21.916,22.604,7,18-24 years old,Female,Single,"$25,000-$49,999",Louisiana,1.985,8.737,10.739,5,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5.034,13.344,14.523,9,,,,,3,4,4,5,,,,,,,,,,,,,,,,,,,,,308834,308834,Yes,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,Traditional Shelter
